"full_name","neo","pha","sats","diameter","GM","BV","UB","IR","per_y","pdes","name"
"   661 Cloelia (A908 DD)",N,N,0,40.081,,0.793,0.395,,5.24,661,Cloelia
"   662 Newtonia (A908 FF)",N,N,0,22.127,,,,,4.08,662,Newtonia
"   663 Gerlinde (A908 MB)",N,N,0,107.795,,0.677,0.308,,5.36,663,Gerlinde
"   664 Judith (A908 MC)",N,N,0,85.214,,0.695,0.238,,5.68,664,Judith
"   665 Sabine (A908 OE)",N,N,0,51.09,,,,,5.57,665,Sabine
"   666 Desdemona (A908 OG)",N,N,0,32.741,,,,,4.18,666,Desdemona
"   667 Denise (A908 OF)",N,N,0,88.630,,,,,5.69,667,Denise
"   668 Dora (A908 OH)",N,N,0,21.517,,,,,4.67,668,Dora
"   669 Kypria (A908 QF)",N,N,0,29.227,,0.820,0.470,,5.24,669,Kypria
"   670 Ottegebe (A908 QG)",N,N,0,35.886,,,,,4.7,670,Ottegebe
"   671 Carnegia (A908 SJ)",N,N,0,60.604,,,,,5.44,671,Carnegia
"   672 Astarte (A908 SH)",N,N,0,35.584,,,,,4.08,672,Astarte
"   673 Edda (A908 SG)",N,N,0,37.622,,0.782,0.427,,4.72,673,Edda
"   674 Rachele (A908 UK)",N,N,0,96.171,,0.840,0.415,,5,674,Rachele
"   675 Ludmilla (A908 QH)",N,N,0,76,,0.847,0.444,,4.61,675,Ludmilla
"   676 Melitta (A909 BO)",N,N,0,78.369,,,,,5.36,676,Melitta
"   677 Aaltje (A909 BP)",N,N,0,32.403,,,,,5.08,677,Aaltje
"   678 Fredegundis (A909 BQ)",N,N,0,39.585,,,,,4.12,678,Fredegundis
"   679 Pax (A909 BR)",N,N,0,63.909,,0.857,0.447,,4.16,679,Pax
"   680 Genoveva (A909 HF)",N,N,0,83.92,,0.689,0.271,,5.55,680,Genoveva
"   681 Gorgo (A909 JB)",N,N,0,20.390,,,,,5.48,681,Gorgo
"   683 Lanzia (A909 OA)",N,N,0,83.04,,0.689,0.305,,5.5,683,Lanzia
"   686 Gersuind (A909 QA)",N,N,0,55.258,,0.839,0.424,,4.17,686,Gersuind
"   687 Tinette (A909 QB)",N,N,0,21.533,,0.681,0.259,,4.49,687,Tinette
"   688 Melanie (A909 QC)",N,N,0,41.614,,0.760,,,4.43,688,Melanie
"   690 Wratislavia (A909 UE)",N,N,0,134.65,,0.675,0.316,,5.6,690,Wratislavia
"   691 Lehigh (A909 XB)",N,N,0,79.451,,0.743,0.340,,5.23,691,Lehigh
"   692 Hippodamia (A901 VJ)",N,N,0,42.771,,0.860,0.435,,6.22,692,Hippodamia
"   693 Zerbinetta (A909 SD)",N,N,0,82.114,,0.776,0.411,,5.05,693,Zerbinetta
"   694 Ekard (A909 VC)",N,N,0,121.891,,0.712,0.347,,4.36,694,Ekard
"   695 Bella (A909 VD)",N,N,0,40.620,,0.871,0.408,,4.05,695,Bella
"   696 Leonora (A916 BD)",N,N,0,81.580,,,,,5.65,696,Leonora
"   697 Galilea (A910 CL)",N,N,0,80.14,,0.735,0.391,,4.89,697,Galilea
"   698 Ernestina (A910 ED)",N,N,0,27.037,,,,,4.85,698,Ernestina
"   701 Oriola (A910 ND)",N,N,0,42.943,,0.660,0.296,,5.23,701,Oriola
"   702 Alauda (A910 OA)",N,N,1,190.980,,0.665,0.316,,5.71,702,Alauda
"   704 Interamnia (A910 TC)",N,N,0,306.313,5.,0.645,0.259,,5.34,704,Interamnia
"   705 Erminia (A910 TE)",N,N,0,132.261,,0.696,0.288,,5,705,Erminia
"   706 Hirundo (A910 TF)",N,N,0,30.819,,,,,4.5,706,Hirundo
"   708 Raphaela (A911 CB)",N,N,0,21.43,,0.880,0.376,,4.36,708,Raphaela
"   709 Fringilla (A911 CC)",N,N,0,95.173,,0.715,0.326,,4.98,709,Fringilla
"   710 Gertrud (A911 DB)",N,N,0,29.208,,,,,5.54,710,Gertrud
"   712 Boliviana (A911 FF)",N,N,0,124.125,,0.743,0.353,,4.14,712,Boliviana
"   713 Luscinia (A911 HG)",N,N,0,97.968,,0.663,0.281,,6.28,713,Luscinia
"   714 Ulula (A911 KG)",N,N,0,41.343,,0.884,0.454,,4.04,714,Ulula
"   715 Transvaalia (A911 HH)",N,N,0,25.458,,,,,4.6,715,Transvaalia
"   717 Wisibada (A911 QK)",N,N,0,27.656,,0.701,0.242,,5.55,717,Wisibada
"   718 Erida (A911 SA)",N,N,0,70.911,,,,,5.36,718,Erida
"   720 Bohlinia (A911 UL)",N,N,0,33.73,,0.806,0.440,,4.9,720,Bohlinia
"   721 Tabora (A911 UM)",N,N,0,86.309,,0.782,0.240,,6.69,721,Tabora
"   723 Hammonia (A911 UO)",N,N,0,23.456,,,,,5.18,723,Hammonia
"   725 Amanda (A911 UQ)",N,N,0,23.687,,0.738,0.417,,4.12,725,Amanda
"   726 Joella (A911 WC)",N,N,0,44.02,,,,,4.11,726,Joella
"   727 Nipponia (A912 CF)",N,N,0,32.17,,0.801,0.273,,4.11,727,Nipponia
"   729 Watsonia (A912 CE)",N,N,0,50.025,,0.780,0.375,,4.58,729,Watsonia
"   731 Sorga (A912 GH)",N,N,0,34.597,,0.691,0.312,,5.16,731,Sorga
"   732 Tjilaki (A912 HK)",N,N,0,29.791,,,,,3.85,732,Tjilaki
"   733 Mocia (A912 SA)",N,N,0,98.493,,0.704,0.281,,6.26,733,Mocia
"   734 Benda (A912 TF)",N,N,0,67.318,,,,,5.58,734,Benda
"   735 Marghanna (A912 XD)",N,N,0,67.976,,0.705,0.318,,4.51,735,Marghanna
"   737 Arequipa (A912 XC)",N,N,0,47.804,,0.832,0.208,,4.17,737,Arequipa
"   738 Alagasta (A913 AF)",N,N,0,62.79,,0.763,,,5.29,738,Alagasta
"   739 Mandeville (A913 CH)",N,N,0,104.517,,0.720,0.312,,4.53,739,Mandeville
"   740 Cantabia (A913 CK)",N,N,0,90.90,,0.708,0.324,,5.34,740,Cantabia
"   741 Botolphia (A913 CJ)",N,N,0,29.64,,,,,4.49,741,Botolphia
"   742 Edisona (A913 DC)",N,N,0,47.087,,0.842,0.405,,5.23,742,Edisona
"   743 Eugenisis (A913 DD)",N,N,0,51.072,,,,,4.67,743,Eugenisis
"   744 Aguntina (A913 DE)",N,N,0,58.636,,0.657,0.161,,5.67,744,Aguntina
"   745 Mauritia (A913 EH)",N,N,0,24.711,,,,,5.88,745,Mauritia
"   746 Marlu (A913 EJ)",N,N,0,74.274,,0.726,0.283,,5.49,746,Marlu
"   747 Winchester (A913 EK)",N,N,0,171.71,,0.713,0.317,,5.2,747,Winchester
"   748 Simeisa (A913 EL)",N,N,0,103.714,,0.694,0.206,,7.86,748,Simeisa
"   750 Oskar (A913 HF)",N,N,0,22.526,,0.603,0.220,,3.82,750,Oskar
"   751 Faina (A913 HE)",N,N,0,113.699,,0.685,0.376,,4.07,751,Faina
"   752 Sulamitis (A913 HG)",N,N,0,60.171,,,,,3.86,752,Sulamitis
"   753 Tiflis (A913 HH)",N,N,0,20.922,,0.936,0.491,,3.55,753,Tiflis
"   754 Malabar (A906 QH)",N,N,0,94.522,,0.695,0.335,,5.16,754,Malabar
"   755 Quintilla (A908 GC)",N,N,0,41.210,,0.688,0.220,,5.72,755,Quintilla
"   756 Lilliana (A908 HD)",N,N,0,64.837,,,,,5.72,756,Lilliana
"   757 Portlandia (A908 TG)",N,N,0,32.894,,0.674,0.242,,3.66,757,Portlandia
"   758 Mancunia (A912 KB)",N,N,0,88.985,,0.745,0.418,,5.7,758,Mancunia
"   759 Vinifera (A913 QC)",N,N,0,52.926,,,,,4.24,759,Vinifera
"   760 Massinga (A913 QD)",N,N,0,71.29,,0.947,0.557,,5.59,760,Massinga
"   761 Brendelia (A913 RE)",N,N,0,20.763,,0.758,0.412,,4.84,761,Brendelia
"   762 Pulcova (A913 RD)",N,N,1,147.343,,0.658,0.345,,5.6,762,Pulcova
"   764 Gedania (A913 SF)",N,N,0,58.28,,0.737,0.400,,5.71,764,Gedania
"   766 Moguntia (A913 SH)",N,N,0,41.044,,0.802,0.380,,5.25,766,Moguntia
"   767 Bondia (A913 SD)",N,N,0,43.039,,,,,5.52,767,Bondia
"   768 Struveana (A913 TC)",N,N,0,32.597,,0.717,0.242,,5.55,768,Struveana
"   769 Tatjana (A913 TD)",N,N,0,96.720,,,,,5.64,769,Tatjana
"   771 Libera (A913 WB)",N,N,0,29.322,,0.687,0.300,,4.32,771,Libera
"   772 Tanete (A913 YD)",N,N,0,126.473,,0.671,0.342,,5.2,772,Tanete
"   773 Irmintraud (A913 YF)",N,N,0,91.672,,0.706,0.284,,4.84,773,Irmintraud
"   774 Armor (A913 YE)",N,N,0,50.214,,,,,5.32,774,Armor
"   775 Lumiere (A914 AA)",N,N,0,31.958,,0.818,0.432,,5.23,775,Lumiere
"   776 Berbericia (A914 BE)",N,N,0,151.711,,0.724,0.390,,5.01,776,Berbericia
"   777 Gutemberga (A914 BF)",N,N,0,71.749,,,,,5.77,777,Gutemberga
"   778 Theobalda (A914 BG)",N,N,0,55.317,,0.617,0.256,,5.67,778,Theobalda
"   779 Nina (A914 BH)",N,N,0,80.572,,,,,4.35,779,Nina
"   780 Armenia (A914 BJ)",N,N,0,126.263,,,,,5.49,780,Armenia
"   781 Kartvelia (A914 BK)",N,N,0,72.927,,,,,5.76,781,Kartvelia
"   783 Nora (A914 FB)",N,N,0,38.719,,,,,3.58,783,Nora
"   784 Pickeringia (A914 FC)",N,N,0,75.596,,,,,5.46,784,Pickeringia
"   785 Zwetana (A914 FD)",N,N,0,49.460,,0.645,0.166,,4.13,785,Zwetana
"   786 Bredichina (A914 HD)",N,N,0,108.309,,0.692,0.254,,5.68,786,Bredichina
"   787 Moskva (A914 HC)",N,N,0,27.927,,,,,4.05,787,Moskva
"   788 Hohensteina (A914 HE)",N,N,0,111.295,,,,,5.52,788,Hohensteina
"   789 Lena (A914 MA)",N,N,0,22.483,,,,,4.4,789,Lena
"   790 Pretoria (A912 BE)",N,N,0,170.37,,0.706,0.309,,6.27,790,Pretoria
"   791 Ani (A914 MB)",N,N,0,116.865,,0.708,0.282,,5.52,791,Ani
"   792 Metcalfia (A907 FC)",N,N,0,61.804,,0.708,0.213,,4.25,792,Metcalfia
"   793 Arizona (A907 GZ)",N,N,0,26.636,,0.822,,,4.68,793,Arizona
"   794 Irenaea (A914 QB)",N,N,0,35.703,,,,,5.54,794,Irenaea
"   795 Fini (A914 SF)",N,N,0,85.263,,,,,4.56,795,Fini
"   796 Sarita (A914 UF)",N,N,0,43.580,,0.715,0.248,,4.28,796,Sarita
"   797 Montana (A914 WG)",N,N,0,21.197,,0.887,0.505,,4.04,797,Montana
"   798 Ruth (A914 WH)",N,N,0,43.19,,0.797,0.407,,5.25,798,Ruth
"   799 Gudula (A915 EA)",N,N,0,47.185,,,,,4.05,799,Gudula
"   801 Helwerthia (A915 FH)",N,N,0,32.404,,0.727,0.273,,4.2,801,Helwerthia
"   803 Picka (A915 FL)",N,N,0,46.50,,,,,5.72,803,Picka
"   804 Hispania (A915 FK)",N,N,0,137.952,,0.727,0.390,,4.78,804,Hispania
"   805 Hormuthia (A915 HD)",N,N,0,73.095,,0.700,0.277,,5.71,805,Hormuthia
"   806 Gyldenia (A915 HE)",N,N,0,83.103,,,,,5.74,806,Gyldenia
"   807 Ceraskia (A915 HF)",N,N,0,21.241,,0.845,0.447,,5.24,807,Ceraskia
"   808 Merxia (A901 TG)",N,N,0,30.923,,,,,4.55,808,Merxia
"   814 Tauris (A916 AE)",N,N,0,102.229,,0.701,0.316,,5.62,814,Tauris
"   816 Juliana (A916 CE)",N,N,0,50.745,,,,,5.22,816,Juliana
"   817 Annika (A916 CD)",N,N,0,22.891,,,,,4.17,817,Annika
"   818 Kapteynia (A916 DF)",N,N,0,64.255,,,,,5.65,818,Kapteynia
"   820 Adriana (A916 FJ)",N,N,0,58.65,,,,,5.55,820,Adriana
"   821 Fanny (A916 GH)",N,N,0,28.856,,0.706,0.321,,4.62,821,Fanny
"   824 Anastasia (A916 FF)",N,N,0,32.457,,0.848,0.410,,4.67,824,Anastasia
"   826 Henrika (A916 HD)",N,N,0,22.556,,,,,4.47,826,Henrika
"   828 Lindemannia (A916 QH)",N,N,0,47.891,,,,,5.7,828,Lindemannia
"   829 Academia (A916 QF)",N,N,0,42.685,,,,,4.14,829,Academia
"   830 Petropolitana (A917 YD)",N,N,0,41.328,,0.899,0.500,,5.75,830,Petropolitana
"   833 Monica (A916 SF)",N,N,0,21.990,,,,,5.23,833,Monica
"   834 Burnhamia (A916 SG)",N,N,0,61.278,,0.752,0.472,,5.7,834,Burnhamia
"   835 Olivia (A916 SH)",N,N,0,30.418,,,,,5.78,835,Olivia
"   838 Seraphina (A916 SL)",N,N,0,58.095,,0.703,0.324,,4.94,838,Seraphina
"   839 Valborg (A916 SM)",N,N,0,20.39,,,,,4.23,839,Valborg
"   840 Zenobia (A916 SN)",N,N,0,27.306,,,,,5.53,840,Zenobia
"   842 Kerstin (A916 TB)",N,N,0,43.576,,,,,5.83,842,Kerstin
"   844 Leontina (A916 TC)",N,N,0,42.154,,,,,5.73,844,Leontina
"   845 Naema (A916 WM)",N,N,0,52.677,,,,,5.04,845,Naema
"   846 Lipperta (A916 WN)",N,N,0,52.41,,0.610,0.390,,5.55,846,Lipperta
"   847 Agnia (A915 RP)",N,N,0,24.931,,0.856,0.496,,4.64,847,Agnia
"   848 Inna (A915 RQ)",N,N,0,33.027,,,,,5.49,848,Inna
"   849 Ara (A915 UB)",N,N,0,80.756,,0.701,0.252,,5.58,849,Ara
"   850 Altona (A916 FG)",N,N,0,80.90,,,,,5.19,850,Altona
"   852 Wladilena (A916 GM)",N,N,0,26.541,,,,,3.63,852,Wladilena
"   853 Nansenia (A916 GN)",N,N,0,27.593,,0.710,0.290,,3.52,853,Nansenia
"   856 Backlunda (A916 GQ)",N,N,0,45.449,,0.680,,,3.8,856,Backlunda
"   858 El Djezair (A916 KF)",N,N,0,22.519,,,,,4.71,858,"El Djezair"
"   859 Bouzareah (A916 TD)",N,N,0,65.417,,,,,5.79,859,Bouzareah
"   860 Ursina (A917 BE)",N,N,0,34.561,,0.658,0.205,,4.67,860,Ursina
"   861 Aida (A917 BF)",N,N,0,66.85,,,,,5.57,861,Aida
"   862 Franzia (A917 BG)",N,N,0,27.033,,,,,4.7,862,Franzia
"   863 Benkoela (A917 CG)",N,N,0,38.724,,1.077,0.633,,5.74,863,Benkoela
"   866 Fatme (A917 DG)",N,N,0,78.061,,,,,5.52,866,Fatme
"   867 Kovacia (A917 DH)",N,N,0,24.113,,,,,5.38,867,Kovacia
"   868 Lova (A917 HB)",N,N,0,50.692,,0.711,0.362,,4.45,868,Lova
"   869 Mellena (A917 JB)",N,N,0,21.193,,,,,4.41,869,Mellena
"   872 Holda (A917 KH)",N,N,0,34.431,,0.726,0.275,,4.51,872,Holda
"   873 Mechthild (A917 KJ)",N,N,0,34.471,,0.684,0.319,,4.26,873,Mechthild
"   874 Rotraut (A917 KK)",N,N,0,58.287,,,,,5.6,874,Rotraut
"   876 Scott (A917 MB)",N,N,0,22.420,,0.807,0.375,,5.21,876,Scott
"   877 Walkure (A915 RV)",N,N,0,38.41,,0.636,0.250,,3.92,877,Walkure
"   880 Herba (A917 OC)",N,N,0,32.329,,0.634,0.301,,5.2,880,Herba
"   882 Swetlana (A917 PB)",N,N,0,42.440,,,,,5.52,882,Swetlana
"   885 Ulrike (A917 SV)",N,N,0,30.537,,,,,5.45,885,Ulrike
"   886 Washingtonia (A917 WA)",N,N,0,86.793,,,,,5.64,886,Washingtonia
"   888 Parysatis (A918 CE)",N,N,0,44.749,,0.879,0.498,,4.46,888,Parysatis
"   890 Waltraut (A918 EO)",N,N,0,28.376,,0.770,0.330,,5.26,890,Waltraut
"   891 Gunhild (A918 KB)",N,N,0,55.747,,,,,4.84,891,Gunhild
"   892 Seeligeria (A918 KC)",N,N,0,74.481,,,,,5.79,892,Seeligeria
"   893 Leopoldina (A918 KD)",N,N,0,85.992,,0.670,0.226,,5.34,893,Leopoldina
"   894 Erda (A918 LA)",N,N,0,28.309,,,,,5.51,894,Erda
"   895 Helio (A918 NA)",N,N,0,109.568,,,,,5.73,895,Helio
"   897 Lysistrata (A918 PF)",N,N,0,24.337,,0.831,0.396,,4.05,897,Lysistrata
"   899 Jokaste (A918 PH)",N,N,0,31.018,,0.676,0.255,,4.95,899,Jokaste
"   903 Nealley (A918 RH)",N,N,0,58.065,,,,,5.84,903,Nealley
"   904 Rockefellia (A918 UC)",N,N,0,49.146,,,,,5.18,904,Rockefellia
"   906 Repsolda (A918 UF)",N,N,0,65.752,,,,,4.92,906,Repsolda
"   907 Rhoda (A918 VA)",N,N,0,82.660,,0.709,0.269,,4.68,907,Rhoda
"   908 Buda (A918 WD)",N,N,0,30.749,,0.820,0.350,,3.89,908,Buda
"   909 Ulla (A919 CA)",N,N,0,116.44,,0.689,0.279,,6.69,909,Ulla
"   910 Anneliese (A919 EC)",N,N,0,48.590,,,,,5,910,Anneliese
"   912 Maritima (A919 HC)",N,N,0,82.675,,,,,5.54,912,Maritima
"   914 Palisana (A919 NC)",N,N,0,76.190,,0.741,0.368,,3.86,914,Palisana
"   916 America (A915 PE)",N,N,0,33.23,,,,,3.64,916,America
"   917 Lyka (A915 RR)",N,N,0,34.878,,,,,3.68,917,Lyka
"   918 Itha (A919 QD)",N,N,0,21.561,,,,,4.85,918,Itha
"   919 Ilsebill (A918 UD)",N,N,0,33.500,,,,,4.61,919,Ilsebill
"   920 Rogeria (A919 RC)",N,N,0,26.656,,0.800,0.300,,4.25,920,Rogeria
"   921 Jovita (A919 RD)",N,N,0,55.312,,,,,5.63,921,Jovita
"   923 Herluga (A919 SK)",N,N,0,34.553,,,,,4.23,923,Herluga
"   924 Toni (A919 UF)",N,N,0,85.49,,0.720,0.340,,5.04,924,Toni
"   925 Alphonsina (A920 AA)",N,N,0,57.505,,0.850,0.454,,4.43,925,Alphonsina
"   926 Imhilde (A920 CB)",N,N,0,48.48,,,,,5.15,926,Imhilde
"   927 Ratisbona (A920 DB)",N,N,0,75.892,,0.722,0.401,,5.77,927,Ratisbona
"   928 Hildrun (A920 DC)",N,N,0,62.817,,,,,5.57,928,Hildrun
"   930 Westphalia (A920 EE)",N,N,0,34.922,,,,,3.79,930,Westphalia
"   931 Whittemora (A920 FB)",N,N,0,45.298,,0.700,0.218,,5.64,931,Whittemora
"   932 Hooveria (A920 FC)",N,N,0,58.978,,0.673,0.328,,3.76,932,Hooveria
"   933 Susi (1927 CH)",N,N,0,21.82,,,,,3.65,933,Susi
"   934 Thuringia (A920 PA)",N,N,0,53.714,,,,,4.56,934,Thuringia
"   936 Kunigunde (A920 RB)",N,N,0,43.227,,,,,5.55,936,Kunigunde
"   938 Chlosinde (A920 RC)",N,N,0,33.466,,,,,5.59,938,Chlosinde
"   940 Kordula (A920 TE)",N,N,0,79.852,,0.580,0.363,,6.18,940,Kordula
"   942 Romilda (A920 TG)",N,N,0,36.772,,,,,5.63,942,Romilda
"   943 Begonia (A920 UA)",N,N,0,70.572,,0.783,,,5.49,943,Begonia
"   945 Barcelona (A921 CB)",N,N,0,25.618,,0.809,0.389,,4.28,945,Barcelona
"   946 Poesia (A921 CD)",N,N,0,36.210,,0.667,0.336,,5.51,946,Poesia
"   947 Monterosa (A921 CC)",N,N,0,26.060,,,,,4.57,947,Monterosa
"   949 Hel (A921 EM)",N,N,0,63.494,,,,,5.18,949,Hel
"   952 Caia (A916 US)",N,N,0,88.692,,,,,5.17,952,Caia
"   953 Painleva (A921 HB)",N,N,0,24.062,,,,,4.65,953,Painleva
"   954 Li (A921 PC)",N,N,0,58.771,,0.625,0.310,,5.53,954,Li
"   957 Camelia (A921 RF)",N,N,0,91.548,,,,,4.99,957,Camelia
"   958 Asplinda (A921 SD)",N,N,0,45.112,,0.834,,,8.03,958,Asplinda
"   959 Arne (A921 SE)",N,N,0,45.176,,,,,5.66,959,Arne
"   961 Gunnie (A921 TH)",N,N,0,36.571,,,,,4.42,961,Gunnie
"   965 Angelica (A921 VB)",N,N,0,60.857,,,,,5.63,965,Angelica
"   966 Muschi (A921 VD)",N,N,0,25.509,,0.867,0.441,,4.49,966,Muschi
"   968 Petunia (A921 WJ)",N,N,0,24.422,,0.869,0.372,,4.86,968,Petunia
"   971 Alsatia (A921 WH)",N,N,0,60.867,,0.669,0.298,,4.29,971,Alsatia
"   972 Cohnia (A922 BD)",N,N,0,77.827,,,,,5.34,972,Cohnia
"   973 Aralia (A922 FB)",N,N,0,51.609,,,,,5.76,973,Aralia
"   974 Lioba (A922 FC)",N,N,0,25.001,,0.912,0.468,,4.03,974,Lioba
"   975 Perseverantia (A922 FE)",N,N,0,22.169,,0.845,0.425,,4.77,975,Perseverantia
"   976 Benjamina (A922 FD)",N,N,0,83.195,,0.740,0.250,,5.7,976,Benjamina
"   977 Philippa (A922 GA)",N,N,0,65.471,,0.712,0.370,,5.52,977,Philippa
"   978 Aidamina (A922 KE)",N,N,0,92.105,,0.677,0.252,,5.74,978,Aidamina
"   979 Ilsewa (A922 MA)",N,N,0,35.741,,,,,5.61,979,Ilsewa
"   980 Anacostia (A921 WG)",N,N,0,74.679,,0.915,0.532,,4.54,980,Anacostia
"   981 Martina (A917 SW)",N,N,0,32.545,,0.620,0.330,,5.45,981,Martina
"   982 Franklina (A922 KF)",N,N,0,33.227,,,,,5.38,982,Franklina
"   983 Gunila (A922 OD)",N,N,0,73.87,,0.744,0.267,,5.61,983,Gunila
"   984 Gretia (A922 QD)",N,N,0,32.449,,,,,4.7,984,Gretia
"   986 Amelia (A922 UA)",N,N,0,48.677,,,,,5.54,986,Amelia
"   987 Wallia (A922 UB)",N,N,0,52.651,,,,,5.55,987,Wallia
"   988 Appella (A922 VC)",N,N,0,20.431,,,,,5.56,988,Appella
"   990 Yerkes (A922 WE)",N,N,0,21.428,,,,,4.36,990,Yerkes
"   991 McDonalda (A922 UC)",N,N,0,38.556,,0.660,0.370,,5.55,991,McDonalda
"   992 Swasey (A922 VD)",N,N,0,27.585,,,,,5.26,992,Swasey
"   994 Otthild (A923 FB)",N,N,0,20.786,,0.860,0.420,,4.02,994,Otthild
"   995 Sternberga (A923 LC)",N,N,0,20.222,,,,,4.23,995,Sternberga
"   996 Hilaritas (A923 FC)",N,N,0,29.128,,0.686,0.392,,5.43,996,Hilaritas
"   997 Priska (A923 NC)",N,N,0,20.391,,,,,4.36,997,Priska
"   998 Bodea (A923 PC)",N,N,0,31.761,,,,,5.5,998,Bodea
"  1000 Piazzia (A923 PF)",N,N,0,47.78,,,,,5.65,1000,Piazzia
"  1001 Gaussia (A923 PD)",N,N,0,72.711,,0.689,0.265,,5.76,1001,Gaussia
"  1002 Olbersia (A923 PJ)",N,N,0,22.938,,,,,4.65,1002,Olbersia
"  1003 Lilofee (A923 RV)",N,N,0,33.678,,,,,5.56,1003,Lilofee
"  1004 Belopolskya (A923 RR)",N,N,0,71.60,,0.720,0.120,,6.29,1004,Belopolskya
"  1005 Arago (A923 RS)",N,N,0,61.132,,,,,5.63,1005,Arago
"  1006 Lagrangea (A923 RU)",N,N,0,35.310,,,,,5.57,1006,Lagrangea
"  1008 La Paz (A923 UD)",N,N,0,41.061,,,,,5.44,1008,"La Paz"
"  1010 Marlene (A923 VH)",N,N,0,46.876,,,,,5.02,1010,Marlene
"  1012 Sarema (A924 AD)",N,N,0,20.905,,0.693,0.189,,3.9,1012,Sarema
"  1013 Tombecka (A924 BL)",N,N,0,34.613,,0.755,0.370,,4.4,1013,Tombecka
"  1015 Christa (A924 CF)",N,N,0,82.350,,0.693,0.320,,5.74,1015,Christa
"  1017 Jacqueline (A924 CH)",N,N,0,40.152,,,,,4.21,1017,Jacqueline
"  1021 Flammario (A924 EW)",N,N,0,100.765,,0.656,0.230,,4.53,1021,Flammario
"  1022 Olympiada (A924 MB)",N,N,0,34.297,,,,,4.7,1022,Olympiada
"  1023 Thomana (A924 MC)",N,N,0,58.27,,0.764,0.493,,5.65,1023,Thomana
"  1024 Hale (A923 YO13)",N,N,0,43.274,,,,,4.86,1024,Hale
"  1027 Aesculapia (A923 YO11)",N,N,0,31.225,,,,,5.61,1027,Aesculapia
"  1028 Lydina (A923 VF)",N,N,0,88.526,,0.684,0.276,,6.31,1028,Lydina
"  1029 La Plata (A924 HB)",N,N,0,20.78,,0.787,0.390,,4.91,1029,"La Plata"
"  1030 Vitja (A924 KD)",N,N,0,59.717,,,,,5.51,1030,Vitja
"  1031 Arctica (A924 LC)",N,N,0,75.400,,0.680,0.325,,5.32,1031,Arctica
"  1032 Pafuri (A924 KE)",N,N,0,65.658,,,,,5.54,1032,Pafuri
"  1035 Amata (A924 SF)",N,N,0,56.063,,,,,5.59,1035,Amata
"  1036 Ganymed (A924 UB)",Y,N,0,37.675,,0.842,0.417,,4.35,1036,Ganymed
"  1038 Tuckia (A924 WO)",N,N,0,58.3,,0.768,0.232,,7.94,1038,Tuckia
"  1039 Sonneberga (A924 WP)",N,N,0,33.853,,,,,4.39,1039,Sonneberga
"  1040 Klumpkea (1925 BD)",N,N,0,22.340,,,,,5.5,1040,Klumpkea
"  1041 Asta (1925 FA)",N,N,0,60.571,,,,,5.38,1041,Asta
"  1042 Amazone (1925 HA)",N,N,0,63.920,,,,,5.82,1042,Amazone
"  1043 Beate (1925 HB)",N,N,0,31.986,,0.900,0.455,,5.44,1043,Beate
"  1046 Edwin (A924 XF)",N,N,0,29.084,,,,,5.16,1046,Edwin
"  1048 Feodosia (A924 WQ)",N,N,0,62.218,,0.709,0.309,,4.51,1048,Feodosia
"  1049 Gotho (1925 RB)",N,N,0,56.296,,,,,5.44,1049,Gotho
"  1051 Merope (1925 SA)",N,N,0,60.439,,,,,5.77,1051,Merope
"  1054 Forsytia (1925 WD)",N,N,0,47.780,,,,,4.99,1054,Forsytia
"  1057 Wanda (1925 QB)",N,N,0,44.657,,,,,4.92,1057,Wanda
"  1059 Mussorgskia (1925 OA)",N,N,0,25.227,,,,,4.29,1059,Mussorgskia
"  1061 Paeonia (1925 TB)",N,N,0,23.092,,0.676,0.337,,5.51,1061,Paeonia
"  1062 Ljuba (1925 TD)",N,N,0,58.031,,0.720,,,5.21,1062,Ljuba
"  1064 Aethusa (1926 PA)",N,N,0,20.007,,,,,4.06,1064,Aethusa
"  1067 Lunaria (1926 RG)",N,N,0,20.011,,,,,4.86,1067,Lunaria
"  1068 Nofretete (1926 RK)",N,N,0,21.346,,0.850,0.420,,4.96,1068,Nofretete
"  1069 Planckia (1927 BC)",N,N,0,35.657,,,,,5.53,1069,Planckia
"  1070 Tunica (1926 RB)",N,N,0,39.131,,,,,5.81,1070,Tunica
"  1071 Brita (A924 ER)",N,N,0,60.862,,,,,4.69,1071,Brita
"  1072 Malva (1926 TA)",N,N,0,53.675,,,,,5.64,1072,Malva
"  1073 Gellivara (A923 RW)",N,N,0,25.992,,,,,5.68,1073,Gellivara
"  1074 Beljawskya (1925 BE)",N,N,0,49.189,,,,,5.59,1074,Beljawskya
"  1075 Helina (1926 SC)",N,N,0,26.198,,0.765,0.370,,5.24,1075,Helina
"  1076 Viola (1926 TE)",N,N,0,22.298,,0.629,0.250,,3.89,1076,Viola
"  1079 Mimosa (1927 AD)",N,N,0,20.7,,0.800,0.393,,4.87,1079,Mimosa
"  1080 Orchis (1927 QB)",N,N,0,22.918,,0.624,0.206,,3.77,1080,Orchis
"  1081 Reseda (1927 QF)",N,N,0,37.810,,,,,5.45,1081,Reseda
"  1082 Pirola (1927 UC)",N,N,0,42.607,,0.705,0.315,,5.52,1082,Pirola
"  1084 Tamariwa (1926 CC)",N,N,0,26.476,,0.770,0.270,,4.41,1084,Tamariwa
